OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
3310,,Fly,Wildfire Daily Fire Perimeter,Mixed Methods,5087.50881240576,2021/07/23 05:02:39+00,2021/07/24 23:48:05+00,,{9278958A-E9A2-4B6F-9541-01875C93285D},,5087.48945860956,{CFD6E6C2-E942-4D16-8CA7-9D22009BBE26},2021 NIFS,20593192,,DEFAULT,5175.7458,2021/07/24 21:00:00+00,2021/07/24 21:00:00+00,wildcad,2200,1,CAPNFC,2500000,,,,,Extreme,Crowning,Torching,Running,Human,Utilities,,N6PC,,2021/07/23 00:08:00+00,Type 3 Incident,,0,100,0,0,P5,0511,ONCC,2021/07/25 19:44:59+00,2021/07/25 12:59:59+00,2021/07/25 19:44:59+00,F,Type 1 Team,Fly,"3.5 miles North of Quincy, California",WF,FI,40.00655,-120.977,,2021/07/23 00:10:00+00,{9278958A-E9A2-4B6F-9541-01875C93285D},,0,0,0,0,1,0,001273,wfdss,5,100,,Plumas,CAPNFC,06063,FS,CAPNF,,USFS,Federal,,,,,,,NC07,FS,CAPNF,US-CA,Timber,TU5,Timber (Grass and Understory),Brush (2 feet),172,2021-CAPNF-001273,,Approved Decision,12450000,Type 4 Incident,2022/03/18 17:36:40+00,2021/07/23 00:27:26+00,2022/03/18 17:36:41+00,IRWIN,0,,,{9278958A-E9A2-4B6F-9541-01875C93285D},{96D8970C-20A5-4BF5-B03C-D24BDA00AF74},0.253914833496739,-0.00217214782776774
3315,,Burns,Wildfire Daily Fire Perimeter,Mixed Methods,0.379042706534436,2022/02/17 08:48:54+00,2022/10/21 14:57:11+00,,{30B30D8F-B10C-41B7-9393-24A0C27EF382},,0.379041246286398,{96EFB209-6CE5-4610-BA48-61B9639E6908},2022 NIFS,23412390,,FIREREPORTING,,2022/02/17 19:24:00+00,2022/02/22 15:45:00+00,wildcad,1,0.1,AZPDC,,,,,,,,,,Human,,,PF86,,2022/02/17 04:39:00+00,,2022/02/22 15:46:00+00,,,,,PA,1522,SWCC,,,,,,Burns,,WF,FI,34.07488,-114.4326,,,{30B30D8F-B10C-41B7-9393-24A0C27EF382},,0,1,0,0,1,,000094,wildcad,,,,La Paz,AZPDC,04012,BIA,AZCRA,,BIA,Federal,,,,,,,SW03,BIA,AZCRA,US-AZ,,,,,,2022-AZCRA-000094,,No Decision,,,,2022/02/17 14:59:39+00,2022/02/22 15:46:50+00,IRWIN,0,,,{30B30D8F-B10C-41B7-9393-24A0C27EF382},{AC91B6EE-B38D-4A80-8C02-B1423988B010},0.00254792864980413,-1.49830334990523e-07
3318,,Vigo,Wildfire Daily Fire Perimeter,Mixed Methods,106.66746044907,2021/09/28 20:15:43+00,2021/09/28 20:17:07+00,,{79C8CEC9-AC78-43FE-AFA8-463381AEACB6},,106.667064062451,{17084546-B2D9-4584-9972-D4356D5956B7},2021 NIFS,21217991,,CERTIFIED,,2021/08/27 17:00:00+00,2021/08/28 02:00:00+00,wildcad,107,25,NVECC,,,,,,,,,,Natural,Lightning,,N8ZQ,,2021/08/25 23:18:00+00,,2021/08/30 18:59:59+00,,,,,PD,1522,GBCC,,,,,,Vigo,,WF,FI,37.055167,-114.477167,50,2021/08/25 23:26:00+00,{79C8CEC9-AC78-43FE-AFA8-463381AEACB6},,0,1,0,0,0,,040211,INFORM_Inspector,,,,Lincoln,NVECC,32017,BLM,NVELD,,BLM,Federal,,,,,,,GB21,BLM,NVELD,US-NV,Brush,SH6,,,,2021-NVELD-040211,,No Decision,,,,2021/08/26 00:46:56+00,2021/11/18 16:52:03+00,IRWIN,0,,,{79C8CEC9-AC78-43FE-AFA8-463381AEACB6},{19019DBF-FB5E-4FCE-A035-0750854399F0},0.0329297897442717,-4.37101038980315e-05
3323,,Antelope Canyon,Wildfire Daily Fire Perimeter,Mixed Methods,34.2473664426705,2021/06/19 15:08:53+00,2021/06/21 15:24:00+00,2021/06/19 15:58:02+00,{1C175025-575C-4262-A6E1-182D4C8CFD05},,34.2472381746548,{6E7360BF-4467-462D-A1B3-5007B76489B6},2021 NIFS,20092007,,CERTIFIED,,2021/06/21 00:30:00+00,2021/06/25 00:00:00+00,wildcad,34,1,NVECC,,,,,,,,,,Natural,Lightning,,N270,,2021/06/18 23:03:00+00,,2021/06/25 00:59:59+00,,,,,PD,1522,GBCC,,,,,,Antelope Canyon,,WF,FI,37.6687,-114.6267,10,2021/06/18 23:09:00+00,{1C175025-575C-4262-A6E1-182D4C8CFD05},,0,1,0,0,0,,040050,INFORM_Inspector,,,,Lincoln,NVECC,32017,BLM,NVELD,,BLM,Federal,,,,,,,GB21,BLM,NVELD,US-NV,Brush,SH8,,,,2021-NVELD-040050,,No Decision,,,,2021/06/18 23:35:57+00,2021/07/09 15:49:03+00,IRWIN,0,,,{1C175025-575C-4262-A6E1-182D4C8CFD05},{832B1513-8307-4724-8ADA-24C69E490751},0.0251957342021233,-1.41564152289546e-05
3334,,CAESAR,Wildfire Daily Fire Perimeter,GPS-Walked,,2022/09/05 23:24:38+00,2022/09/05 23:39:32+00,2022/09/05 16:26:00+00,{E9FEBA39-3C2B-43D2-A2FD-57FF57168D74},,47.7044301862995,{B92B95C6-8A72-4A77-B23E-6806A5760247},2022 NIFS,23859176,,DEFAULT,,,,cfcad,0.01,0.01,CASDIC,,,,,,,,,,Undetermined,,,P1SB,,2022/09/05 18:49:33+00,,,,,,,PN,1522,OSCC,,,,,,CAESAR,,WF,FI,33.066705,-116.809063,,,{E9FEBA39-3C2B-43D2-A2FD-57FF57168D74},,0,1,0,1,0,,019304,cfcad,,,,San Diego,CASDIC,06073,,,,Private,Private,,,,,,,SC08,CAL FIRE,CAMVU,US-CA,,,,,,2022-CAMVU-019304,,No Decision,,,,2022/09/05 18:49:45+00,2022/09/05 22:19:58+00,IRWIN,0,,,{8506C40C-2302-421C-AA71-556C2B603270},{F0E7AA91-C27D-475D-A563-6BF02E5729EB},0.0258651188717605,-1.86405233760245e-05
3343,2408,Mountain View,Wildfire Daily Fire Perimeter,Digitized-Other,20385.1740053353,2021/05/04 22:50:38+00,2021/05/04 22:50:38+00,2020/11/18 03:09:04+00,{54D7D11C-04DF-418A-9D22-9249FF56A4B8},,20374.4883230509,{643AE6C2-E133-41AD-A589-50D5B0A3B93D},2020 NIFS,16949188,NQ7R,FIREREPORTING,20354.5588,2020/12/11 20:00:00+00,2021/01/01 02:00:00+00,wildcad,20385,0.1,NVSFC,2100000,,,,,Minimal,Smoldering,Smoldering,Torching,Unknown,,,NQ7R,,2020/11/17 20:09:05+00,Type 2 Incident,2021/02/03 02:00:00+00,0,100,0,0,PD,1522,GBCC,2020/11/23 21:14:59+00,2020/11/23 02:00:00+00,2020/11/23 21:14:59+00,F,Type 2 Team,Mountain View,"Walker, CA; Antelope Valley",WF,FI,38.51509,-119.4653,,,{54D7D11C-04DF-418A-9D22-9249FF56A4B8},,0,1,0,0,0,0,030860,wildcad,70,100,Walker,Mono,NVSFC,06051,,,,Private,Private,,,,,,,GB11,BLM,CAOVD,US-CA,,,Brush (2 feet),Short Grass (1 foot),128,2020-CAOVD-030860,,Approved Decision,1000000,Type 2 Incident,2020/11/19 06:28:14+00,2020/11/17 20:40:58+00,2022/08/18 19:06:29+00,IRWIN,0,,,{54D7D11C-04DF-418A-9D22-9249FF56A4B8},{51EC58FD-7580-4250-A63E-FEFA6E9E4167},0.57028818392019,-0.00852164506141964
3345,,COUNTRY,Wildfire Daily Fire Perimeter,Mixed Methods,0.01,2021/05/04 22:57:19+00,2021/05/18 18:48:06+00,2021/04/30 03:24:13+00,{155BFE23-90B7-4CB4-B867-3C6594CFA327},,26.5396550049756,{74E4FE71-B5E9-460F-9BFA-FD35C2F2568E},2021 NIFS,19499602,,DEFAULT,26.54,,,lacocad,26.5,0.01,CALACC,,,,,,,,,,Human,Incendiary,Fire Play,,,2021/04/29 22:24:13+00,,,,,,,,,OSCC,,,,,,COUNTRY,,WF,FI,34.15848,-118.80565,,,{155BFE23-90B7-4CB4-B867-3C6594CFA327},1,0,,,,0,,129801,INFORM_Inspector,,,,Ventura,CAVNCC,06111,C&L,CAVNC,,County,Other,,,,,,,SC08,C&L,CALAC,US-CA,Grass-Shrub,GS2,,,,2021-CALAC-129801,,No Decision,,,,2021/04/29 22:32:48+00,2021/05/18 18:49:49+00,IRWIN,0,,,{155BFE23-90B7-4CB4-B867-3C6594CFA327},{081C0D10-6863-4105-AAD6-A239FD3A634F},0.015215168651522,-1.05009493212511e-05
3350,,REGION-01 MAY SUPPORT,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/07/09 14:31:23+00,2021/07/09 14:31:23+00,2021/07/09 14:30:47+00,{A6613BB3-4615-499C-960E-552865ECADE6},,0.138244629230068,{01F172AC-83FA-4C55-A52C-55235E2E5073},2021 NIFS,19762791,,FIREREPORTING,0.1,,,IROC,0.1,,CACR01,,,,,2021/07/09 14:30:58+00,,,,,Undetermined,Undetermined,,,,2021/05/21 00:00:00+00,,,,,,,,,OSCC,,,,,,REGION-01 MAY SUPPORT,,WF,FI,,,,,{A6613BB3-4615-499C-960E-552865ECADE6},,0,,,,,,000001,IROC,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,OES,CACR01,US-CA,,,,,,2021-CACR01-000001,,No Decision,,,,2021/05/21 14:03:56+00,2021/07/09 14:31:48+00,IRWIN,0,,,{A6613BB3-4615-499C-960E-552865ECADE6},{C95BC039-54B0-4921-8091-EEC52ED53D43},0.00106377002594825,-5.46285922878852e-08
3364,,PACIFICO,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/05/04 22:57:21+00,2021/05/04 22:57:21+00,2021/05/01 02:43:33+00,{F460DE53-25FC-4D51-B627-3C57BF5FA1ED},,0.482839820386889,{3444B4FE-3AED-4A72-839C-31587CD8F5C0},2020 NIFS,13362788,,DEFAULT,0.48,,,firecode,0.5,,CALACC,,,,,,,,,,Undetermined,Undetermined,,NF4C,,2020/08/18 21:20:00+00,,,,,,,,,OSCC,,,,,,PACIFICO,,WF,FI,,,,,{F460DE53-25FC-4D51-B627-3C57BF5FA1ED},,0,0,0,0,0,,000167,INFORM_Inspector,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,NPS,CASMP,US-CA,Grass,GR2,,,,2020-CASMP-000167,,No Decision,,,,2020/08/18 22:22:36+00,2021/06/11 22:51:04+00,IRWIN,0,,,{F460DE53-25FC-4D51-B627-3C57BF5FA1ED},{349BAF2E-DCA9-44C7-A6C3-E89ECAD2DEF0},0.00156018352247473,-1.9079611870996e-07
3366,,White,Wildfire Daily Fire Perimeter,GPS-Walked,3.99,2022/06/13 18:10:19+00,2022/06/13 18:10:19+00,2022/06/07 14:05:00+00,{9102517E-AD32-4529-9948-4753816F6BE7},,3.99763604819883,{2BA4DA99-A673-4D57-83EA-B417B868DB8F},2022 NIFS,23837732,,DEFAULT,,,,IROC,,,CASBDC,,,,,,,,,,,,,,,2022/06/07 23:05:00+00,,,,,,,,,OSCC,,,,,,White,,WF,FI,,,,,{9102517E-AD32-4529-9948-4753816F6BE7},,0,,,,,,007438,IROC,,,,Santa Barbara,CASBDC,06083,,,,Private,Private,,,,,,,SC07,C&L,CASBC,US-CA,,,,,,2022-CASBC-007438,,No Decision,,,,2022/06/07 23:09:57+00,2022/06/07 23:09:57+00,IRWIN,0,,,{8A42F874-E7FD-4AAE-B6BB-C4DB8ACE906C},{1F54BA66-73C1-47F0-A410-A11281CBF5CB},0.00579023579789228,-1.5896500250002e-06
3372,,COW,Wildfire Daily Fire Perimeter,Image Interpretation,0.1,2021/06/20 22:32:48+00,2021/06/28 23:55:59+00,2021/06/21 03:30:27+00,{AF603979-4526-4EA0-9A72-EE8D9057EDE8},,760.37891653884,{F634E586-13B8-4D3F-9C56-46CB0F1BD6D1},2021 NIFS,20115189,,DEFAULT,760.38,,,cfcad,761,0.1,CARICC,1000000,,,,,Minimal,Smoldering,Backing,Creeping,Undetermined,,,N3EQ,,2021/06/20 22:30:28+00,Type 3 Incident,,0,100,0,0,PN,1522,ONCC,2021/06/27 00:45:00+00,2021/06/26 01:15:00+00,2021/06/27 00:45:00+00,F,Type 3 IC,COW,MILLVILLE CA,WF,FI,40.532983,-122.124667,,,{AF603979-4526-4EA0-9A72-EE8D9057EDE8},,0,1,1,1,0,0,006200,cfcad,100,100,MILLVILLE,Shasta,CARICC,06089,,,,Private,Private,Mount Diablo,,,2W,19,31N,NC05,,CASHU,US-CA,,,Tall Grass (2.5 feet),Brush (2 feet),22,2021-CASHU-006200,,No Decision,,,,2021/06/20 22:32:31+00,2021/07/02 15:19:49+00,IRWIN,0,,,{AF603979-4526-4EA0-9A72-EE8D9057EDE8},{002A0D9C-EFE7-4ED4-A1F3-87FC89D52037},0.15588903824051,-0.000327130168025366
3376,8601,LAC-206236,Wildfire Daily Fire Perimeter,Hand Sketch,0.00718606353526122,2021/05/04 22:55:27+00,2021/05/05 20:21:31+00,2021/03/02 17:33:42+00,{4888DCA7-6815-426E-B279-09DD32B9FAF7},,0.00718602538916019,{52585642-B991-4198-9B7C-36E10F1836A4},2020 NIFS,10841180,,DEFAULT,0.1,,,lacocad,0.1,0.1,CALACC,,,,,,,,,,Unknown,Cause and Origin Not Identified,,,,2020/07/13 01:59:20+00,,,,,,,,,OSCC,,,,,,LAC-206236,,WF,FI,34.03296,-118.74289,,,{4888DCA7-6815-426E-B279-09DD32B9FAF7},,0,,,,,,206236,INFORM_Inspector,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,Brush,SH2,,,,2020-CALAC-206236,,No Decision,,,,2020/07/13 02:04:45+00,2021/03/02 17:46:35+00,IRWIN,0,,,{4888DCA7-6815-426E-B279-09DD32B9FAF7},{2F5F19B1-072E-4D28-9DCF-B8569FD75488},0.000190308776204937,-2.83890118534106e-09
3383,4206,H-3,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/05/04 22:51:16+00,2021/05/04 22:51:16+00,,{1531B312-6F48-44BF-BCEC-0DF02A81D9D4},,1.10029999896418,{674E0313-E447-4EBA-BE6A-17559E787B99},2020 NIFS,13323989,,CERTIFIED,,,,cfcad,1.2,0.1,CASIFC,,,,,2020/12/03 20:14:07+00,,,,,Natural,Lightning,,NGS1,,2020/08/18 14:06:11+00,,2020/08/23 18:59:59+00,,,,,,,ONCC,,,,,,H-3 THOUSAND,,WF,FI,40.7346,-121.5959,,2020/08/18 14:10:59+00,{1531B312-6F48-44BF-BCEC-0DF02A81D9D4},,0,,,,,,004719,INFORM_Inspector,,,,Shasta,CASIFC,06089,FS,CALNF,,USFS,Federal,,,,,,,NC07,FS,CALNF,US-CA,Timber,TL6,,,,2020-CALNF-004719,,No Decision,,,,2020/08/18 15:46:35+00,2020/12/03 20:14:09+00,IRWIN,0,,,{1531B312-6F48-44BF-BCEC-0DF02A81D9D4},{458954CE-91C3-402E-AAA4-6DA42D9E20C5},0.00343233842513338,-4.74756130684256e-07
3384,,Monroe,Wildfire Daily Fire Perimeter,Mixed Methods,0.0113078717442628,2022/01/08 22:50:11+00,2022/10/21 14:55:50+00,2022/01/08 20:00:34+00,{3F1DBB40-BFF9-4452-B2EE-506D96D1666D},,0.0113078295423579,{183DF5C9-8CA5-456A-9DA1-858299BA0CED},2022 NIFS,23054802,,CERTIFIED,,,,wildcad,0.1,1,CASBCC,,,,,2022/02/14 17:21:46+00,,,,,Human,Equipment,,PE9L,,2022/01/07 20:23:06+00,,,,,,,,,OSCC,,,,,,MONROE,,WF,FI,33.75834,-116.2337,,,{3F1DBB40-BFF9-4452-B2EE-506D96D1666D},,0,0,0,0,0,,000552,INFORM_Inspector,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,BLM,CACDD,US-CA,,,,,,2022-CACDD-000552,,No Decision,,,,2022/01/18 16:10:44+00,2022/02/14 17:21:47+00,IRWIN,0,,,{3F1DBB40-BFF9-4452-B2EE-506D96D1666D},{19FDB78A-DF8D-4578-9B3C-FB29608DB389},0.00033151373419538,-4.45393462257618e-09
3391,4040,Welch,Wildfire Daily Fire Perimeter,Mixed Methods,762.311115535438,2021/05/04 22:51:12+00,2021/05/04 22:51:12+00,,{82E32CCF-FA65-49DC-8B83-DFBDB66C6B43},,762.308145082625,{E88F6964-AF99-45B8-8111-0DBE781CF45D},2020 NIFS,13701188,,DEFAULT,,,,cfcad,,0.1,CASCCC,,,,,,,,,,Unknown,,,,,2020/08/23 08:21:58+00,,,,,,,,,ONCC,,,,,,WELCH,,MG,AP,37.53322,-121.797272,,,{82E32CCF-FA65-49DC-8B83-DFBDB66C6B43},,0,,,,,,005940,cfcad,,,,Alameda,CASCCC,06001,,,,County,Other,,,,,,,NC03A,,CASCU,US-CA,,,,,,2020-CASCU-005940,,No Decision,,,,2020/08/23 08:22:08+00,2020/08/23 19:14:57+00,IRWIN,0,,,{82E32CCF-FA65-49DC-8B83-DFBDB66C6B43},{9734FF3D-B976-4CE6-8C07-DACC9F029501},0.0893960579495639,-0.000314582641581837
3404,12365,Toe 1,Wildfire Daily Fire Perimeter,Mixed Methods,0.00500030907521121,2021/05/04 22:56:13+00,2021/05/04 22:56:13+00,,{677FD8A6-CFD6-4497-9ECA-208CDB27FDC3},,0.00500034400137352,{CFA5E759-666E-43BB-9A3C-D33C64A3D677},2021 NIFS,19110789,,CERTIFIED,,2021/03/27 19:50:00+00,2021/03/27 19:50:00+00,wildcad,0.1,0.1,NVLIC,,,,,,,,,,Human,Firearms/Weapons,"Other, Unknown",NV9X,,2021/03/27 19:15:00+00,,2021/03/27 19:50:00+00,,,,,,,GBCC,,,,,,TOE 1,,WF,FI,36.44352,-114.9783,0.1,2021/03/27 19:50:00+00,{677FD8A6-CFD6-4497-9ECA-208CDB27FDC3},,0,1,0,0,0,,500309,INFORM_Inspector,,,,Clark,NVLIC,32003,BLM,NVSND,,BLM,Federal,,,,,,,GB24,BLM,NVSND,US-NV,Grass,GR1,,,,2021-NVSND-500309,,No Decision,,,,2021/03/27 18:32:59+00,2021/08/03 01:18:08+00,IRWIN,0,,,{677FD8A6-CFD6-4497-9ECA-208CDB27FDC3},{4FBBC2A3-47A4-47CC-8E17-0CFDBA52C104},0.000235578948280003,-2.03395220953037e-09
3408,,Mail,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/07/29 21:19:52+00,2021/07/30 20:32:53+00,,{1B933754-0AA8-4B1F-9573-603EC0EC386E},,5.9023489364871,{D896E449-52CA-476A-9BD4-CA1F04652FEF},2021 NIFS,20701198,,CERTIFIED,,2021/07/29 15:00:00+00,2021/07/30 08:05:00+00,cfcad,6,0.1,CASIFC,,,,,,,,,,Undetermined,Equipment,Motor Vehicle,N64J,,2021/07/28 21:13:54+00,,,,,,,PD,1522,ONCC,,,,,,MAIL,,WF,FI,40.8088,-120.379467,,,{1B933754-0AA8-4B1F-9573-603EC0EC386E},1,0,1,0,0,0,,004348,INFORM_Inspector,,,,Lassen,CASIFC,06035,,,,Private,Private,,,,,,,NC08,BLM,CANOD,US-CA,Grass-Shrub,GS2,,,,2021-CANOD-004348,,No Decision,,,,2021/07/28 21:15:39+00,2021/08/13 16:10:00+00,IRWIN,0,,,{1B933754-0AA8-4B1F-9573-603EC0EC386E},{0028C9F3-791F-4193-8FFE-A31F0FD526EA},0.0087738588759134,-2.54919614791992e-06
3419,8614,ROCK,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/04 22:55:27+00,2021/05/05 20:21:31+00,2021/03/03 00:09:52+00,{CFCCA7F3-A923-49F2-BC3E-BDBE1293A8B2},,0.648247095917122,{6678F34E-BE4F-4A85-854D-61E542D259ED},2020 NIFS,11081980,,DEFAULT,0.65,,,lacocad,0.7,0.1,CALACC,,,,,,,,,,Undetermined,Undetermined,,M9YP,,2020/07/16 19:50:49+00,,,,,,,,,OSCC,,,,,,ROCK,,WF,FI,34.03974,-118.62384,,,{CFCCA7F3-A923-49F2-BC3E-BDBE1293A8B2},,0,0,0,0,0,,210461,INFORM_Inspector,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,Brush,SH7,,,,2020-CALAC-210461,,No Decision,,,,2020/07/16 19:56:46+00,2021/06/11 23:36:21+00,IRWIN,0,,,{CFCCA7F3-A923-49F2-BC3E-BDBE1293A8B2},{939AB914-D686-490B-AF88-D1204C97437E},0.00305770153779622,-2.56117177278045e-07
3430,,Farm,Wildfire Daily Fire Perimeter,Infrared Image,,2021/06/10 01:54:00+00,2021/06/10 02:59:05+00,2021/06/09 16:50:59+00,{3C14A019-B265-4B54-B46C-A3A481D914DC},,248.616617674588,{4FE3446B-7DFD-4AD8-8FFA-67E58D4BA232},2021 NIFS,19984801,,DEFAULT,,,,cfcad,,0.1,CABDCC,,,,,,,,,,Undetermined,,,N2KC,,2021/06/09 20:16:46+00,,,,,,,PN,1522,OSCC,,,,,,FARM,,WF,FI,34.381905,-117.42107,,,{3C14A019-B265-4B54-B46C-A3A481D914DC},,0,1,1,1,0,,007748,firecode,,,,San Bernardino,CASBCC,06071,,,,Private,Private,,,,,,,SC15,CDF,CABDU,US-CA,,,,,,2021-CABDU-007748,,No Decision,,,,2021/06/09 20:17:39+00,2021/06/09 20:57:09+00,IRWIN,0,,,{3C14A019-B265-4B54-B46C-A3A481D914DC},{BBE84D19-1DD8-4530-A402-21A7696BB083},0.0731221626688428,-9.86265338483569e-05
3445,4143,WALL,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/04 22:51:16+00,2021/05/04 22:51:16+00,2020/12/15 16:30:40+00,{B2012E4D-DA63-446E-9E70-C102D9F61FF2},,0.0396064330583767,{506500CB-A5F1-47EA-94D2-EA1D39958FE2},2020 NIFS,11183980,,DEFAULT,,,2020/07/18 18:58:00+00,wildcad,0.1,0.1,CAGVCC,,,,,,,,,,Human,Camping,,M926,,2020/07/18 18:37:59+00,,2020/07/18 18:58:00+00,,,,,P5,0517,ONCC,,,,,,WALL,,WF,FI,39.15202,-120.6763,,2020/07/18 18:40:00+00,{B2012E4D-DA63-446E-9E70-C102D9F61FF2},,0,0,0,0,0,,001162,INFORM_Inspector,,,,Placer,CAGVCC,06061,FS,CATNF,,USFS,Federal,,,,,,,NC07,FS,CATNF,US-CA,Grass-Shrub,GS2,,,,2020-CATNF-001162,,No Decision,,,,2020/07/18 18:49:27+00,2020/12/15 16:29:10+00,IRWIN,0,,,{B2012E4D-DA63-446E-9E70-C102D9F61FF2},{987B3601-1ABA-474C-AE09-EDEAEAAFCE4B},0.000506855379402165,-1.67021762914409e-08
3448,,LATIGO,Wildfire Daily Fire Perimeter,Hand Sketch,1,2022/07/06 17:50:03+00,2022/07/06 19:14:14+00,2022/07/06 21:33:59+00,{AAAE5AAB-9A30-4EAA-A2F2-3C93B9DBB6DE},,0.250284953941113,{AEC20897-EF67-44A0-A83A-D425B9E07B78},2022 NIFS,23844258,,DEFAULT,,,,wildcad,1,1,CAANCC,,,,,,,,,,Undetermined,,,PTT4,,2022/07/06 16:34:00+00,,,,,,,,,OSCC,,,,,,LATIGO,,WF,FI,34.03389,-118.7545,,,{AAAE5AAB-9A30-4EAA-A2F2-3C93B9DBB6DE},,0,0,0,0,0,,000023,firecode,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,NPS,CASMP,US-CA,,,,,,2022-CASMP-000023,,No Decision,,,,2022/07/06 17:48:59+00,2022/07/06 17:49:57+00,IRWIN,0,,,{C949F598-6D05-481B-9818-10B1812CEF63},{689BDF0B-E6EC-4F73-9175-38370BE1665D},0.00112314849582241,-9.88794329683197e-08
3461,,LAC-316644,Wildfire Daily Fire Perimeter,Mixed Methods,0.01,2021/10/05 03:26:03+00,2021/10/07 22:27:33+00,2021/10/05 08:22:38+00,{37AC7D7B-2E78-459C-8A46-D2B1A40B9F6C},,0.250304316982243,{CB6EC844-3359-40CE-AC69-74693E138EB5},2021 NIFS,21836391,,DEFAULT,0.25,2021/10/05 05:19:59+00,,lacocad,0.3,0.01,CALACC,,,,,,,,,,Undetermined,Undetermined,,PB12,,2021/10/05 03:22:39+00,,,,,,,,,OSCC,,,,,,CANYON,,WF,FI,34.1271,-118.65074,,,{37AC7D7B-2E78-459C-8A46-D2B1A40B9F6C},,0,,,,,,316644,firecode,,,,Los Angeles,CALACC,06037,C&L,,,County,Other,,,,,,,SC08,C&L,CALAC,US-CA,Brush,SH5,,,,2021-CALAC-316644,,No Decision,,,,2021/10/05 03:25:49+00,2021/10/16 22:26:12+00,IRWIN,0,,,{37AC7D7B-2E78-459C-8A46-D2B1A40B9F6C},{C43E7D82-1442-4ECF-A9AE-2152AC50778C},0.00112389010375515,-9.8994880742835e-08
